ClusterSize, Major1, Major2, Hash, CurriculumSize, Courses
304, BUS, PHI, 453912271, 14, [BUS3008W$ BUS4049W$ BUS4094R$ BUS4034S$ BUS3043S$ BUS2011Q$ BUS3002F$ PHI4004H$ PHI4019W$ PHI4023F$ PHI4024F$ PHI2042F$ PHI4017S$ PHI2041S]
149, INF, GSB, 1298112635, 12, [INF20138CE$ INF4017H$ INF2006F$ INF2006F$ INF4029Q$ INF20138CE$ INF20121CE$ INF3033R$ INF1601CE$ GSB4196F$ GSB4224S$ GSB4454S]
313, EDN, DOH, 90917836, 12, [EDN2510W$ EDN3210W$ EDN3209W$ EDN3228W$ EDN4179H$ EDN3201W$ EDN4179H$ DOH1004CE$ DOH1003CE$ DOH1009S$ DOH1002CE$ DOH1010S]
112, AST, EGS, 505241418, 12, [AST2002H$ AST4011W$ AST1000F$ AST1000F$ AST3003S$ AST3002F$ AST4008W$ AST1000F$ EGS1005F$ EGS3023F$ EGS3022S$ EGS4039S]
53, CON, DRM, 893039831, 13, [CON1007X$ CON1017S$ CON3040W$ CON3035S$ CON1019S$ CON1019S$ DRM4035W$ DRM1028S$ DRM3044H$ DRM4022W$ DRM3010F$ DRM1018H$ DRM3010F]
183, SEA, PHY, 257007376, 10, [SEA4004W$ SEA1001CE$ SEA4001W$ SEA4001W$ SEA2005S$ SEA4001W$ PHY1013S$ PHY2010S$ PHY1023H$ PHY1023H]
54, INF, PSY, 1852866862, 9, [INF1003F$ INF4000S$ INF4016W$ PSY3010S$ PSY2012F$ PSY2011F$ PSY4000W$ PSY2012F$ PSY1007S]
85, MCB, PHY, 1443294104, 16, [MCB2023S$ MCB3012Z$ MCB4003W$ MCB4003W$ MCB2020F$ MCB3024S$ MCB2023S$ MCB2021F$ MCB4003W$ PHY3021F$ PHY1031F$ PHY1012F$ PHY1025F$ PHY4000W$ PHY2004W$ PHY1013S]
268, BUS, DRM, 1337911872, 14, [BUS3043S$ BUS4019S$ BUS2011Q$ BUS4029H$ BUS201205CE$ DRM2040W$ DRM4040W$ DRM1018H$ DRM4022W$ DRM1030S$ DRM3042W$ DRM1041W$ DRM4035W$ DRM1018H]
286, ACC, AGE, 1618840858, 11, [ACC3020W$ ACC4020W$ ACC3022N$ ACC1006N$ ACC3004N$ ACC2023N$ AGE4000W$ AGE4000CE$ AGE4000W$ AGE3011F$ AGE4004W]
260, HSE, HSE, 1580031337, 7, [HSE4000F$ HSE1011F$ HSE1004S$ HSE1005S$ HSE4004S$ HSE4000F$ HSE4005CE]
152, HST, CHE, 1982780410, 12, [HST2028F$ HST4010F$ HST2037S$ HST1016S$ HST3005F$ HST3042S$ CHE4036Z$ CHE4042F$ CHE4042F$ CHE3050S$ CHE2006S$ CHE3053SEWA]
108, BUS, BUS, 1647461359, 10, [BUS201210CE$ BUS1004F$ BUS4018S$ BUS1601CE$ BUS3008W$ BUS4088S$ BUS4074R$ BUS4092H$ BUS2022S$ BUS4091F]
80, INF, BUS, 1753348403, 12, [INF3030R$ INF3011F$ INF20141CE$ INF3030Q$ INF3031Q$ INF3014F$ INF1002F$ BUS3039S$ BUS4094R$ BUS20131CE$ BUS4053H$ BUS4017S]
127, DOM, APG, 2005558676, 7, [DOM1010CE$ DOM1007CE$ DOM1008CE$ DOM1013CE$ APG1004F$ APG4048S$ APG4043S]
304, ACC, REL, 1064336926, 13, [ACC11202CE$ ACC2023F$ ACC1006S$ ACC4036W$ ACC3023N$ ACC2018S$ ACC2023S$ ACC2022F$ REL2053S$ REL1002F$ REL4048S$ REL1002F$ REL4053F]
209, POL, EEE, 672881435, 11, [POL3038S$ POL1004L$ POL3029F$ POL3038S$ EEE2036S$ EEE4036C$ EEE4090FEWA$ EEE1000X$ EEE3086F$ EEE4099F$ EEE4001FEWA]
150, FIN, REL, 1684583455, 13, [FIN2012W$ FIN4050W$ FIN4056F$ FIN3011W$ REL2048S$ REL2048S$ REL2040F$ REL1015F$ REL1002F$ REL4048S$ REL2053S$ REL2048S$ REL4011H]
187, INF, BUS, 457480501, 14, [INF4017H$ INF4028Q$ INF3031Q$ INF4015W$ INF4017H$ INF4025S$ INF1102S$ INF1601CE$ INF4015W$ BUS4041S$ BUS201211CE$ BUS4050W$ BUS3008W$ BUS4017S]
197, FTX, INF, 1694046345, 12, [FTX20134CE$ FTX1004S$ FTX4057F$ FTX4086F$ FTX3045S$ FTX2000S$ FTX1005Q$ FTX2020F$ FTX4010F$ INF20136CE$ INF20121CE$ INF3014F]
225, GSB, EDN, 1660260717, 11, [GSB4602F$ GSB1427CE$ GSB4410S$ GSB1427CE$ EDN3235W$ EDN4506F$ EDN4180W$ EDN3211W$ EDN3206W$ EDN4516S$ EDN2005CE]
50, PPH, MDN, 1366705964, 8, [PPH1001F$ PPH4018F$ PPH4032H$ PPH4032H$ MDN4016W$ MDN1001CE$ MDN1000CE$ MDN4041W]
266, BUS, GSB, 440972291, 15, [BUS4016Q$ BUS4017S$ BUS4088S$ BUS1003H$ BUS2035S$ BUS4053H$ BUS201208CE$ BUS3008W$ BUS201204CE$ GSB4607S$ GSB4486S$ GSB4103W$ GSB1407CE$ GSB4477S$ GSB4486S]
284, BUS, BUS, 412827825, 10, [BUS4092H$ BUS2016H$ BUS201202CE$ BUS3024S$ BUS201205CE$ BUS4019R$ BUS2033S$ BUS2010F$ BUS4016Q$ BUS1406CE]
147, CIV, STA, 417628170, 14, [CIV3043F$ CIV3046S$ CIV3043F$ CIV4044S$ CIV1007S$ CIV4041F$ CIV4035C$ STA1000L$ STA1007S$ STA1000S$ STA1000FEWA$ STA1000L$ STA1007S$ STA2020F]
149, FTX, AXL, 28869494, 11, [FTX4052H$ FTX1004S$ FTX4052H$ FTX4037S$ FTX4057F$ FTX1004S$ FTX4056S$ AXL4306S$ AXL4101F$ AXL3101S$ AXL4203F]
131, ECO, CIV, 338505966, 11, [ECO2003P$ ECO4026S$ ECO1110S$ ECO4125Z$ CIV2042F$ CIV3042F$ CIV3031S$ CIV2039S$ CIV3049S$ CIV2031FEWA$ CIV3045S]
59, HSE, MDN, 430571845, 10, [HSE1014S$ HSE4004S$ HSE4005CE$ HSE1011F$ MDN2002W$ MDN4015W$ MDN2002W$ MDN4004W$ MDN4011W$ MDN4015W]
167, ACC, AXL, 1397343090, 16, [ACC4038H$ ACC2012N$ ACC20131CE$ ACC2012N$ ACC1006S$ ACC3004N$ ACC4023W$ ACC4505H$ AXL1300F$ AXL4313S$ AXL3401S$ AXL1303F$ AXL4306S$ AXL3101S$ AXL4106F$ AXL2300F]
220, FAM, FAM, 530472459, 8, [FAM3003S$ FAM3001S$ FAM2011S$ FAM3003S$ FAM1000S$ FAM3010F$ FAM1009F$ FAM2011S]
75, FAM, CML, 517008242, 15, [FAM4032F$ FAM3014S$ FAM4014S$ FAM4033F$ FAM3009F$ FAM4013F$ FAM2014S$ FAM3016F$ FAM1009F$ CML4501F$ CML2005F$ CML1004S$ CML1004S$ CML4605F$ CML4506F]
189, FTX, EBE, 3388662, 17, [FTX4057F$ FTX2024N$ FTX4052H$ FTX1004S$ FTX4051H$ FTX2024S$ FTX4036F$ FTX20131CE$ FTX4037S$ CPD1153CE$ CPD10041CE$ CPD1089CE$ CPD1145CE$ CPD1099CE$ CPD10039CE$ CPD1153CE$ CPD10041CE]
284, APG, CON, 1153818674, 8, [APG4031F$ APG4031F$ APG2018X$ APG3015X$ APG4042F$ CON1018W$ CON4049S$ CON2024SEWA]
190, EDN, PSY, 1599056941, 10, [EDN3206W$ EDN2037CE$ EDN4504F$ EDN4200W$ EDN3228W$ EDN2513W$ PSY2006F$ PSY3011S$ PSY2012F$ PSY3007S]
98, INF, PHI, 22321785, 11, [INF4018W$ INF1002F$ INF20132CE$ INF3032R$ INF3031R$ PHI1010S$ PHI4024F$ PHI4024S$ PHI2043FEWA$ PHI3023F$ PHI4000W]
128, MDN, SLL, 262675411, 11, [MDN3003W$ MDN4030F$ MDN2002W$ MDN4016W$ MDN4032F$ MDN1001CE$ SLL2052F$ SLL1002S$ SLL3060F$ SLL1063S$ SLL1018S]
123, AGE, SLL, 718829179, 9, [AGE2012F$ AGE3013H$ AGE3013H$ AGE4004W$ SLL4054S$ SLL4091S$ SLL2074S$ SLL1050F$ SLL1042S]
132, ECO, PHY, 520808168, 14, [ECO4100F$ ECO4101F$ ECO4109S$ ECO1011F$ ECO4051S$ PHY1031F$ PHY4006W$ PHY1031F$ PHY1014F$ PHY1012F$ PHY3021F$ PHY4007W$ PHY2004W$ PHY2004W]
207, PHI, HST, 631883960, 16, [PHI2043S$ PHI2042F$ PHI3024S$ PHI4004H$ PHI2043FEWA$ PHI4024S$ PHI4004H$ PHI4024S$ PHI2043FEWA$ HST2011S$ HST3042S$ HST4001H$ HST4054F$ HST4054F$ HST2043S$ HST3041F]
211, SOC, MUZ, 960235539, 8, [SOC4036U$ SOC3007FEWA$ SOC4036U$ SOC2035S$ MUZ2389H$ MUZ3389H$ MUZ1363H$ MUZ4351H]
207, FTX, BUS, 421132324, 12, [FTX4056S$ FTX4056S$ FTX4086F$ BUS1004F$ BUS2033S$ BUS4092V$ BUS4078F$ BUS4074R$ BUS3039S$ BUS4075S$ BUS4017R$ BUS4028F]
295, IBS, FAM, 1352425941, 7, [IBS4007W$ IBS3020W$ IBS4009W$ FAM4012H$ FAM4000W$ FAM4037F$ FAM3019S]
206, MUZ, DRM, 233353013, 14, [MUZ2368H$ MUZ4805H$ MUZ1201S$ MUZ3201H$ MUZ1278H$ MUZ2239H$ MUZ3269H$ DRM3042W$ DRM3041W$ DRM3010F$ DRM4040W$ DRM1028S$ DRM2041W$ DRM4022W]
282, FIN, POL, 1852924802, 10, [FIN4012W$ FIN3028F$ FIN3030W$ POL4002F$ POL1010S$ POL1009F$ POL3044S$ POL3029F$ POL1004P$ POL2002S]
219, CIV, APG, 1688639365, 17, [CIV4042F$ CIV4044S$ CIV4041F$ CIV1005W$ CIV4046F$ CIV2020X$ CIV2039S$ CIV2011F$ CIV3046S$ APG4032S$ APG2003S$ APG4029FEWA$ APG4020F$ APG1016F$ APG2038W$ APG2018X$ APG2015F]
65, GSB, EDN, 1196390305, 13, [GSB1419CE$ GSB1428CE$ GSB4471S$ GSB4508F$ GSB1413CE$ GSB20141CE$ EDN3241W$ EDN2043CE$ EDN4505S$ EDN2022CE$ EDN4002S$ EDN4183W$ EDN2020CE]
270, APG, POL, 406009726, 14, [APG4043S$ APG4033S$ APG2000F$ APG4005F$ APG3001S$ APG1020W$ APG1005S$ APG4039F$ POL1004L$ POL2002SEWA$ POL3043F$ POL4013S$ POL2041S$ POL3030F]
199, EDN, PED, 138674863, 16, [EDN4173H$ EDN2033CE$ EDN2018CE$ EDN2510W$ EDN4504F$ EDN2001H$ EDN3240W$ EDN3003CE$ PED4016W$ PED4004S$ PED4018F$ PED4005S$ PED4026W$ PED4031W$ PED4028S$ PED4021F]
124, APG, RDL, 463425236, 8, [APG4011FEWA$ APG4029FEWA$ APG3012SEWA$ RDL2002H$ RDL4605S$ RDL1004HEWA$ RDL2002H$ RDL1003S]
223, ECO, GSB, 1471305071, 13, [ECO20144CE$ ECO4032S$ ECO1110S$ ECO3022S$ ECO4032S$ GSB4264Z$ GSB4454F$ GSB4414S$ GSB4604F$ GSB4501FEWA$ GSB1428CE$ GSB4506F$ GSB1414CE]
131, ACC, HUB, 998386150, 11, [ACC11201CE$ ACC2111S$ ACC2023F$ ACC2011N$ ACC3022N$ ACC20144CE$ HUB3006F$ HUB4085W$ HUB4033S$ HUB4073S$ HUB4080W]
209, MDN, AHS, 1141765988, 7, [MDN4032F$ MDN4011W$ MDN4015W$ AHS4145W$ AHS3077H$ AHS3070H$ AHS3108W]
161, CIV, CHE, 597102959, 13, [CIV4046F$ CIV1006S$ CIV2020X$ CIV2011F$ CIV1006S$ CIV3046S$ CHE1001Z$ CHE3049W$ CHE4036Z$ CHE4054Z$ CHE3062SEWA$ CHE4045Z$ CHE4048F]
212, CIV, EBE, 1952875330, 7, [CIV2031FEWA$ CIV4042SEWA$ CIV3046S$ CIV2042F$ CPD1089CE$ CPD1146CE$ CPD1148CE]
82, FTX, HUB, 945622605, 10, [FTX1005Q$ FTX20131CE$ FTX1400CE$ FTX4010F$ HUB1027CE$ HUB4063W$ HUB4053S$ HUB2024CE$ HUB3007S$ HUB4050H]
126, AGE, DRM, 709981131, 9, [AGE4000CE$ AGE4000W$ AGE3011F$ AGE4003W$ AGE2011S$ DRM1030S$ DRM4035W$ DRM4040W$ DRM4004H]
288, EEE, PBL, 2125756875, 14, [EEE3069W$ EEE4104C$ EEE3031S$ EEE2035F$ EEE3000X$ PBL4504S$ PBL4802H$ PBL4602F$ PBL3801WEWA$ PBL4502S$ PBL3001HEWA$ PBL2000W$ PBL4502S$ PBL2000W]
101, INF, SEA, 1679871256, 9, [INF4018W$ INF20142CE$ INF3012SEWA$ SEA4003W$ SEA4003W$ SEA3004F$ SEA2004F$ SEA4003W$ SEA1001CE]
234, EDN, AHS, 1336689977, 7, [EDN2035CE$ EDN4178H$ EDN2035CE$ EDN4501W$ AHS3108W$ AHS4119W$ AHS2050H]
164, GSB, APG, 1328675443, 10, [GSB4607S$ GSB4102W$ GSB4607S$ GSB1402CE$ GSB4452S$ APG3011SEWA$ APG3037W$ APG4007F$ APG4041S$ APG4008S]
221, DRM, EDN, 940328638, 10, [DRM4038F$ DRM4035W$ DRM1029F$ DRM4004H$ DRM3045H$ DRM3040W$ EDN2510W$ EDN2048CE$ EDN3235W$ EDN3211W]
128, GSB, ELL, 1687988094, 12, [GSB4501F$ GSB4451S$ GSB4506F$ GSB4601S$ GSB4196F$ GSB4487F$ GSB4504F$ ELL1010S$ ELL3005F$ ELL4068S$ ELL2016F$ ELL2017S]
191, REL, EDN, 215361129, 13, [REL4010F$ REL4048S$ REL4011H$ REL4011H$ REL4048S$ REL2048S$ REL4010F$ REL4048S$ EDN2001H$ EDN3224W$ EDN4517S$ EDN2036CE$ EDN4500W]
94, SEA, SEA, 1639960960, 7, [SEA1001CE$ SEA4003W$ SEA3004F$ SEA4004W$ SEA2004F$ SEA2004F$ SEA2004F]
178, MEC, PSY, 1499814647, 14, [MEC4098Z$ MEC1008SEWA$ MEC2025F$ MEC1017F$ MEC1008SEWA$ MEC4045F$ MEC1007F$ MEC1017F$ MEC4111Z$ PSY1007S$ PSY3011S$ PSY2012F$ PSY2006F$ PSY2009F]
318, SEA, AXL, 1830098280, 8, [SEA4003W$ SEA2004F$ SEA2005S$ AXL4206S$ AXL4307F$ AXL4306S$ AXL4200W$ AXL3402F]
222, EBE, AGE, 1353652306, 16, [CPD1150CE$ CPD1144CE$ CPD1156CE$ CPD1059CE$ CPD10009CE$ CPD1156CE$ CPD10041CE$ AGE2011S$ AGE4000CE$ AGE4000W$ AGE2012F$ AGE4004W$ AGE3012S$ AGE4000CE$ AGE3012S$ AGE4000CE]
267, DOH, AGE, 1045882491, 11, [DOH1009F$ DOH1003CE$ DOH1002CE$ DOH1004CE$ AGE3012S$ AGE1004S$ AGE2012F$ AGE2012F$ AGE3013H$ AGE3013H$ AGE4004W]
55, RDL, PSY, 2020511691, 13, [RDL3003H$ RDL1008HEWA$ RDL4008HEWA$ RDL2002H$ RDL4503F$ RDL4505F$ PSY1005S$ PSY3009F$ PSY1004F$ PSY1006F$ PSY4000W$ PSY2012F$ PSY2006F]
264, PHI, REL, 1593072450, 17, [PHI4019W$ PHI2043FEWA$ PHI2043S$ PHI2043FEWA$ PHI4021F$ PHI2045S$ PHI2043F$ PHI2043F$ PHI4024F$ REL4049F$ REL4010F$ REL4011H$ REL4053F$ REL2053S$ REL4053F$ REL1002F$ REL1015F]
160, MUZ, REL, 1912351158, 18, [MUZ1237H$ MUZ2908H$ MUZ2367SEWA$ MUZ4806W$ MUZ2372H$ MUZ3281H$ MUZ1235H$ MUZ2817H$ MUZ4378L$ REL4053F$ REL1002F$ REL2040F$ REL4053F$ REL4048S$ REL1002F$ REL2040F$ REL4049F$ REL4046S]
213, CHE, SLL, 1758948057, 12, [CHE2006S$ CHE4054Z$ CHE3068S$ CHE3040SEWA$ SLL2101F$ SLL4074W$ SLL4072S$ SLL3073F$ SLL4061S$ SLL4201F$ SLL1121F$ SLL2082F]
104, ACC, INF, 937789868, 12, [ACC2018S$ ACC3004H$ ACC1006S$ INF1601CE$ INF2009F$ INF1003F$ INF20121CE$ INF2009F$ INF2009F$ INF3030Q$ INF4015W$ INF4028Q]
58, GSB, MDN, 712848011, 12, [GSB1411CE$ GSB4197XCE$ GSB1600CE$ GSB4503W$ GSB4605S$ GSB1407CE$ MDN4039CE$ MDN3004W$ MDN3001H$ MDN4015W$ MDN1000CE$ MDN4011W]
276, CSC, FAM, 1727633861, 16, [CSC1017F$ CSC1016S$ CSC4018W$ CSC3023F$ CSC1017F$ CSC2002S$ CSC3020H$ CSC1011H$ CSC4007Z$ FAM4008F$ FAM4033F$ FAM2009S$ FAM1009F$ FAM20004CE$ FAM4006S$ FAM3003S]
201, SLL, POL, 1822736987, 8, [SLL2060F$ SLL3132S$ SLL3102S$ POL3030F$ POL2002SEWA$ POL1009F$ POL2038P$ POL3044S]
176, PTY, HSE, 238732666, 11, [PTY4006W$ PTY4003W$ PTY4009W$ HSE1008S$ HSE1006F$ HSE2001S$ HSE1009F$ HSE1014S$ HSE1011F$ HSE1013F$ HSE1007F]
130, PPH, PTY, 1700029202, 16, [PPH4059S$ PPH4031S$ PPH4029H$ PPH4042S$ PPH4018F$ PPH4042S$ PPH4020S$ PTY2000S$ PTY4007W$ PTY2000S$ PTY4003W$ PTY4000W$ PTY3009H$ PTY4000W$ PTY4001W$ PTY4009W]
170, FTX, BUS, 730270665, 18, [FTX4051H$ FTX4010F$ FTX4051H$ FTX2002CE$ FTX1005Q$ FTX4036S$ FTX1400CE$ FTX2024S$ FTX4010F$ BUS3039S$ BUS1003H$ BUS4017R$ BUS1413CE$ BUS20132CE$ BUS1003H$ BUS3043S$ BUS4058F$ BUS4019S]
243, EDN, CEM, 813607607, 11, [EDN3219W$ EDN3240W$ EDN3217W$ CEM1001CE$ CEM1010H$ CEM2005W$ CEM3005W$ CEM4001W$ CEM1008F$ CEM1111S$ CEM3005WEWA]
258, APG, PSY, 1266645175, 7, [APG4001S$ APG4034F$ APG4037S$ APG4037S$ PSY3008FEWA$ PSY3007SEWA$ PSY3008FEWA]
222, BUS, PHI, 1865753737, 15, [BUS4088S$ BUS4058F$ BUS4026W$ BUS2010F$ BUS4039S$ BUS4041S$ BUS20134CE$ BUS1407CE$ BUS201205CE$ PHI4019W$ PHI1010S$ PHI4017S$ PHI4004H$ PHI2045S$ PHI2045S]
292, EBE, REL, 452047070, 14, [CPD1153CE$ CPD1153CE$ CPD1099CE$ CPD1111CE$ CPD10047CE$ CPD1146CE$ CPD1142CE$ CPD1150CE$ CPD10039CE$ REL4053F$ REL4048S$ REL2040F$ REL4046S$ REL4049F]
78, FTX, DRM, 295993720, 9, [FTX2002CE$ FTX4036F$ FTX4086F$ FTX3045S$ FTX2024N$ DRM3018S$ DRM1017H$ DRM1017H$ DRM2010F]
282, MCB, MAM, 1578374180, 15, [MCB3023S$ MCB3025F$ MCB3012Z$ MCB4003W$ MCB2023S$ MCB3012Z$ MCB3025F$ MCB3012Z$ MAM4000W$ MAM1014F$ MAM1016S$ MAM1005H$ MAM2083F$ MAM1004S$ MAM2003Z]
219, GSB, ELL, 94890336, 16, [GSB4224S$ GSB4607S$ GSB1413CE$ GSB4013S$ GSB4505F$ GSB4453S$ GSB4103W$ GSB4107Z$ GSB4405F$ ELL1016S$ ELL1013F$ ELL1010S$ ELL2010S$ ELL2014F$ ELL2017S$ ELL1016S]
251, MEC, CIV, 506780082, 16, [MEC4104FEWA$ MEC3073S$ MEC1002W$ MEC4105F$ MEC4108S$ MEC4097Z$ MEC2042F$ MEC3035F$ CIV2042FEWA$ CIV3042F$ CIV4042SEWA$ CIV1005W$ CIV4041F$ CIV4046F$ CIV3045S$ CIV4045F]
192, CSC, CHE, 393520121, 8, [CSC4000W$ CSC2003S$ CSC3022H$ CSC1011H$ CSC3022H$ CHE3070S$ CHE4054Z$ CHE3069S]
70, INF, GSB, 1815139185, 16, [INF1002S$ INF4025S$ INF1002F$ INF20138CE$ INF2004F$ INF1003F$ INF1102F$ INF3031R$ INF2004F$ GSB4486S$ GSB4454F$ GSB1424CE$ GSB4496S$ GSB4487F$ GSB1428CE$ GSB4414S]
198, INF, GSB, 420054190, 11, [INF4029Q$ INF3030Q$ INF4026F$ GSB4460S$ GSB4264Z$ GSB1420CE$ GSB4508F$ GSB1416CE$ GSB4474S$ GSB4513W$ GSB4407F]
164, AXL, MUZ, 2027702627, 9, [AXL4205S$ AXL1302S$ AXL1301S$ AXL4103S$ AXL1302S$ AXL2301S$ MUZ3367F$ MUZ2808H$ MUZ1328H]
245, PSY, MDN, 1943266890, 8, [PSY1007S$ PSY4000W$ PSY2009F$ PSY2003S$ PSY3010S$ MDN4041W$ MDN4041W$ MDN4035F]
313, DOH, HST, 1387801558, 13, [DOH1009F$ DOH1002F$ DOH1005F$ DOH1000CE$ DOH1001CE$ HST3005F$ HST3039H$ HST4053F$ HST2034L$ HST4053F$ HST2044F$ HST1016S$ HST1014S]
79, IBS, HST, 966303458, 11, [IBS4002W$ IBS4010W$ IBS2001S$ IBS4011W$ HST1011F$ HST2034L$ HST1011F$ HST1014S$ HST1013F$ HST1005F$ HST1011F]
170, ECO, HST, 1455097304, 12, [ECO4032S$ ECO4115F$ ECO4111S$ ECO4051S$ ECO1007S$ ECO20144CE$ ECO4052S$ HST4054F$ HST2042F$ HST2039S$ HST4010F$ HST3041F]
316, ECO, EBE, 1579382605, 10, [ECO4111F$ ECO20144CE$ ECO3021S$ CPD10047CE$ CPD1099CE$ CPD1142CE$ CPD10041CE$ CPD1153CE$ CPD1148CE$ CPD1111CE]
276, PPH, MDN, 1573247240, 11, [PPH2002S$ PPH3000H$ PPH1006CE$ PPH4033S$ PPH4051F$ PPH1001F$ MDN4033S$ MDN4004W$ MDN4004W$ MDN4030F$ MDN4033S]
56, CHE, AST, 1656524190, 13, [CHE3005W$ CHE3050S$ CHE1005W$ CHE3067S$ CHE1005W$ AST3003S$ AST4009W$ AST4009W$ AST3003S$ AST4011W$ AST2002H$ AST4010W$ AST4007W]
132, INF, SOC, 2069429817, 16, [INF2004F$ INF4027W$ INF4027W$ INF3012SEWA$ INF4025S$ INF1003F$ INF2006F$ SOC2015S$ SOC4021S$ SOC2036F$ SOC1006F$ SOC4036U$ SOC4010F$ SOC4021S$ SOC4028F$ SOC4028F]
175, MEC, APG, 108773208, 12, [MEC3023F$ MEC2026S$ MEC4109S$ MEC4098Z$ APG4029FEWA$ APG3001S$ APG2009F$ APG4047S$ APG1004F$ APG4028F$ APG2014S$ APG3000F]
234, ECO, POL, 1764231519, 12, [ECO1010S$ ECO3022S$ ECO4109S$ ECO3023S$ ECO2003P$ ECO1110S$ ECO4101F$ ECO1400CE$ POL4012F$ POL4044F$ POL3037F$ POL4006F]
108, BUS, CSC, 1646624742, 14, [BUS4029H$ BUS4029H$ BUS4017R$ BUS3008W$ BUS1406CE$ CSC4003W$ CSC3020H$ CSC3003S$ CSC1015F$ CSC3022H$ CSC4001W$ CSC3022H$ CSC4013Z$ CSC4007Z]
261, CIV, SEA, 786772138, 8, [CIV2041S$ CIV2043L$ CIV3047S$ CIV1005W$ SEA4003W$ SEA4001W$ SEA4001W$ SEA2004F]
114, CON, MUZ, 1126388458, 13, [CON4043S$ CON2024S$ CON4041S$ CON3043W$ MUZ2237H$ MUZ2201H$ MUZ1356H$ MUZ1340H$ MUZ2303H$ MUZ1808H$ MUZ3822H$ MUZ3380H$ MUZ2817H]
234, PSY, AXL, 1697166207, 12, [PSY2011F$ PSY1004F$ PSY1006F$ PSY2011F$ PSY1005S$ PSY2011F$ PSY3008F$ AXL3300F$ AXL1303F$ AXL4306S$ AXL4102W$ AXL1303F]
132, INF, GSB, 348740637, 9, [INF20121CE$ INF2010S$ INF3012S$ GSB4404FEWA$ GSB4453S$ GSB4607S$ GSB4603F$ GSB4605F$ GSB4526F]
91, CON, CHE, 1934335302, 9, [CON2031S$ CON2027F$ CON1019S$ CON4035X$ CHE4042F$ CHE4036Z$ CHE3053SEWA$ CHE4042SEWA$ CHE3050S]
141, POL, REL, 1316749058, 14, [POL1009F$ POL2042S$ POL3039S$ POL3039S$ POL2002SEWA$ POL1005P$ POL2038F$ POL2038F$ POL4002F$ REL3042S$ REL3042S$ REL4049F$ REL4011H$ REL4011H]
163, MEC, EBE, 1965263916, 16, [MEC1003F$ MEC4113F$ MEC4103F$ MEC4104FEWA$ MEC2023F$ MEC3031S$ MEC2000X$ CPD10009CE$ CPD1064CE$ CPD1034CE$ CPD1127CE$ CPD10047CE$ CPD10024CE$ CPD10047CE$ CPD1156CE$ CPD1034CE]
77, STA, PBL, 1738479283, 16, [STA2020S$ STA1000L$ STA2004F$ STA1001F$ STA4011W$ STA4016H$ STA1000FEWA$ PBL3801F$ PBL4505F$ PBL3001H$ PBL4503F$ PBL4401H$ PBL3801F$ PBL3001HEWA$ PBL2000W$ PBL4604F]
89, EBE, HSE, 137166003, 11, [CPD10047CE$ CPD1145CE$ CPD1127CE$ CPD1142CE$ CPD1090CE$ CPD1064CE$ CPD1120CE$ HSE4001F$ HSE1005S$ HSE1011F$ HSE4001F]
155, IBS, PTY, 456656549, 16, [IBS4007W$ IBS4009W$ IBS4002W$ IBS4008W$ IBS3020W$ IBS4011W$ IBS4007W$ IBS4007W$ IBS4011W$ PTY4004W$ PTY4001W$ PTY4009W$ PTY4009W$ PTY2000S$ PTY4007W$ PTY4000W]
131, CHE, SOC, 1013865532, 14, [CHE3054SEWA$ CHE4036Z$ CHE3005W$ CHE2006S$ CHE3062SEWA$ CHE3049W$ CHE4057F$ SOC1007S$ SOC4010F$ SOC3031S$ SOC1005S$ SOC2032F$ SOC3007F$ SOC4004S]
286, INF, INF, 69933374, 15, [INF4024W$ INF3030Q$ INF2007F$ INF4024W$ INF2010S$ INF2010S$ INF4025S$ INF20136CE$ INF1002F$ INF2010S$ INF3012S$ INF20142CE$ INF1003F$ INF3014F$ INF1601CE]
182, FTX, ACC, 1246482762, 6, [FTX4036S$ FTX1005R$ FTX4056S$ ACC2012N$ ACC4038H$ ACC4037W]
315, AHS, PRY, 1560153680, 15, [AHS2046F$ AHS2108W$ AHS4125W$ AHS4124W$ AHS3065S$ AHS3069W$ PRY4010S$ PRY4016S$ PRY4000W$ PRY2001S$ PRY2001S$ PRY4020F$ PRY4000W$ PRY4000W$ PRY4013F]
271, FTX, HST, 184237659, 13, [FTX2020F$ FTX1005R$ FTX1400CE$ FTX4037S$ FTX2000S$ HST1014S$ HST2028F$ HST3041F$ HST2034P$ HST3038F$ HST3022H$ HST2037S$ HST3005F]
129, DRM, FAM, 2099443700, 17, [DRM1028S$ DRM1029F$ DRM1027F$ DRM1030S$ DRM1028S$ DRM1040W$ DRM2040W$ DRM3045H$ FAM4009H$ FAM4007F$ FAM1001CE$ FAM4014S$ FAM2009S$ FAM3007F$ FAM3008S$ FAM2011S$ FAM3005F]
216, PSY, DRM, 1509828742, 11, [PSY3005F$ PSY3007S$ PSY2011F$ PSY2009F$ PSY2012F$ DRM3045H$ DRM4041W$ DRM1030S$ DRM3041W$ DRM3043W$ DRM1018H]
222, AGE, EDN, 387251703, 12, [AGE3013H$ AGE1004S$ AGE3011F$ EDN3220W$ EDN4508W$ EDN4517S$ EDN2026CE$ EDN4507F$ EDN2049CE$ EDN3226W$ EDN3246W$ EDN3240W]
265, FTX, MUZ, 141796020, 7, [FTX1005Q$ FTX2024F$ FTX4057F$ MUZ2906H$ MUZ4254W$ MUZ1263H$ MUZ3375H]
